uri	english	language	translation
http://data.europa.eu/esco/skill/bc70f963-c1c0-49a5-b940-3e28e163db45	plan measures to safeguard cultural heritage	es	planificar medidas para proteger el patrimonio cultural
http://data.europa.eu/esco/skill/bbcc7e1b-3d4d-4422-9fac-efd636eb9de4	lead the sustainability reporting process	es	coordinar el proceso de suministro de información sobre la sostenibilidad
http://data.europa.eu/esco/skill/bbfb0e36-807c-492f-bed2-267224ba7bc7	conduct research on food waste prevention	es	investigar sobre cómo prevenir el desperdicio de alimentos
http://data.europa.eu/esco/skill/f3c5fae0-c0e3-4410-bc09-62bd82d4cecc	support employability of people with disabilities	es	favorecer la empleabilidad de las personas con discapacidad
http://data.europa.eu/esco/skill/fef96bad-e623-42cd-b961-d1adf39db8b9	media and information literacy 	es	alfabetización mediática y en términos de información
http://data.europa.eu/esco/skill/da896663-08b3-409d-aa3d-31f39a8e8d2b	perform a feasibility study on biomass systems	es	llevar a cabo un estudio de viabilidad sobre sistemas de biomasa
http://data.europa.eu/esco/skill/ce86c869-4623-45d7-b466-5db0f077017b	plan beamhouse operations	es	planificar trabajos de ribera
http://data.europa.eu/esco/skill/c38610b0-1165-41ec-bbf1-0d62a82a5b04	perform hydrodynamics calculations	es	llevar a cabo cálculos hidrodinámicos
http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	communicate with a non-scientific audience 	es	comunicar hallazgos científicos
http://data.europa.eu/esco/skill/dff0087d-25e4-40bf-979e-32fdf2445438	develop food waste reduction strategies	es	elaborar estrategias para reducir el desperdicio de alimentos
http://data.europa.eu/esco/skill/c3687b34-fe53-4db2-ad1b-5055a6c5b6fd	organise project meetings	es	organizar reuniones de proyecto
http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7	promote the participation of citizens in scientific and research activities	es	promover la participación del público en la investigación
http://data.europa.eu/esco/skill/d0245e61-204f-48ca-911b-45e564732682	reconstruct program theory	es	reconstruir la lógica de un programa
http://data.europa.eu/esco/skill/f64b7f4d-e89e-4920-8674-b75a9cd63389	inspect tidal stream generators	es	inspeccionar generadores de corrientes de marea
http://data.europa.eu/esco/skill/bb4f3174-8d64-478b-8d9b-5f37cbf557b7	manage visitor flows in natural protected areas	es	gestionar los flujos de visitantes en zonas naturales protegidas
http://data.europa.eu/esco/skill/f0529a12-48bc-4176-949b-5b43aee207bd	develop non-formal educational activities 	es	desarrollar actividades educativas no formales
http://data.europa.eu/esco/skill/f1f5093b-0b26-4d59-984b-0531c6ccf205	define evaluation objectives and scope	es	definir los objetivos y el alcance de la evaluación
http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849	synthesise information	es	sintetizar información
http://data.europa.eu/esco/skill/cc892855-cb24-4d48-8344-a5d71d48f61d	apply quality standards to the interaction with candidates 	es	aplicar normas de calidad a la interacción con los candidatos 
http://data.europa.eu/esco/skill/d1b289f0-03c5-44bd-bedd-56eb678d33b6	measure physical phenomena in healthcare	es	medir fenómenos físicos en la asistencia sanitaria
http://data.europa.eu/esco/skill/ed92cf0c-491a-401c-b2b7-febcc7cfaf3d	design hot water systems	es	diseñar sistemas de agua caliente
http://data.europa.eu/esco/skill/e29f0633-f168-48ab-8f94-1be573cea173	design post tanning operations	es	diseñar operaciones posteriores al curtido
http://data.europa.eu/esco/skill/f9da1ca4-40f4-483a-92e6-0a0c6d078638	use fleet management system	es	utilizar sistemas de gestión de parques de vehículos
http://data.europa.eu/esco/skill/e5beeff8-7c98-490a-ae2c-16fbb6a87305	manage keys for data protection	es	gestionar claves para la protección de datos
http://data.europa.eu/esco/skill/e7f6dd61-5481-40c7-942c-a0b312216f11	reduce business mobility costs	es	reducir los costes de movilidad empresarial
http://data.europa.eu/esco/skill/b55376e1-41c3-45f8-9b35-d3e7b1288a33	evaluate vehicle ecological footprint	es	evaluar la huella ecológica de los vehículos
http://data.europa.eu/esco/skill/ecd368bc-6383-4a03-9b61-46e0a94750f7	instruct on energy saving technologies	es	informar sobre tecnologías de ahorro energético
http://data.europa.eu/esco/skill/b33e3c40-b3f2-4ba1-b7b5-3c062ad470e7	select immobilisation device for radiation therapy	es	seleccionar el dispositivo de inmovilización para radioterapia
http://data.europa.eu/esco/skill/f85c6fbb-51c9-4b3f-adc9-391df4b2da65	design geothermal energy systems	es	diseñar sistemas de energía geotérmica
http://data.europa.eu/esco/skill/f0866297-90ef-41ba-93e7-ddea0ef2193b	organise information services	es	organizar servicios de información
http://data.europa.eu/esco/skill/ba54cf3c-dd64-48ea-8a9d-ee621a05fb07	assess energy consumption of ventilation systems	es	analizar el consumo de energía de sistemas de ventilación
http://data.europa.eu/esco/skill/dfff95c6-9758-4c04-a228-7eaa88dec6cd	design for organisational complexity	es	estructurar la complejidad de la organización
http://data.europa.eu/esco/skill/d80ebb29-7b20-4343-b7c9-0e3ef9f2e1f2	design heating and cooling emission systems	es	diseñar sistemas de emisión de calor y frío
http://data.europa.eu/esco/skill/fd082998-8cea-4abc-8504-03f7e4b7088e	design a building management system	es	diseñar un sistema de gestión de edificios
http://data.europa.eu/esco/skill/e0475631-c151-4413-829c-cb5c76b83271	measure sustainability of tourism activities	es	medir la sostenibilidad de actividades turísticas
http://data.europa.eu/esco/skill/cc0a45a7-4883-4122-af11-7ca6c45a37c2	design building envelope systems	es	diseñar sistemas envolventes para edificios
http://data.europa.eu/esco/skill/c13fb093-5ffb-491a-b8b7-fa2d42a57e2e	implement cloud security and compliance	es	aplicar la seguridad y el cumplimiento en la nube
http://data.europa.eu/esco/skill/e9d6ebab-13ad-45ce-a955-fc3f1e56add8	plan measures to safeguard natural protected areas	es	planificar medidas para salvaguardar zonas naturales protegidas
http://data.europa.eu/esco/skill/f39ea734-faef-48a7-9544-14e691aed6ab	set up media storage 	es	establecer un almacenamiento multimedia
http://data.europa.eu/esco/skill/ff6ffc8d-433d-4b32-a943-0a948db2820b	create social alliances	es	crear alianzas sociales
http://data.europa.eu/esco/skill/dad7e408-162f-46a4-8567-db560e19e2fc	identify ICT system weaknesses	es	identificar puntos débiles en el sistema de TIC
http://data.europa.eu/esco/skill/c71e5209-dfb8-456d-a1ad-5ac657a92812	use agronomic modelling	es	utilizar modelización agronómica
http://data.europa.eu/esco/skill/cc473121-0838-413d-a34e-e1788b2826cb	define specifications for clothing	es	definir especificaciones para prendas de ropa
http://data.europa.eu/esco/skill/bce60ecd-ceee-4dbd-b619-70c9789ec634	test tightness and pressure of refrigeration circuits	es	poner a prueba la hermeticidad y la presión de circuitos de refrigeración
http://data.europa.eu/esco/skill/f8d92ca6-539a-4d0e-83eb-7889cde4e8f1	develop interregional collaboration strategies	es	elaborar estrategias de colaboración interregional
http://data.europa.eu/esco/skill/f76eeb55-2ad1-40ef-ba09-fa60e2c28b40	design an artificial lighting system	es	diseñar un sistema de iluminación artificial
http://data.europa.eu/esco/skill/b8b260bf-4ca4-45d7-bf4f-9beaf8503215	measure temperature 	es	medir la temperatura
http://data.europa.eu/esco/skill/de5c97d3-ad28-49e8-bc97-fa5c7521d6f2	establish connections with young people	es	establecer conexiones con los jóvenes
http://data.europa.eu/esco/skill/e6577397-05de-4b4d-8755-7d28ca7fe7dd	assess powertrain	es	evaluar grupos motopropulsores
http://data.europa.eu/esco/skill/f9b7be6c-29a0-4021-980e-a0e3b0005205	inspect wave energy converters	es	inspeccionar convertidores de energía undimotriz
http://data.europa.eu/esco/skill/cb65d537-9a5e-4e73-914f-f4ed2b67301c	use questioning techniques for assessment	es	utilizar técnicas interrogativas para fines de evaluación
http://data.europa.eu/esco/skill/bf9a2403-850d-4dd3-b266-edaabebc8ab0	evaluate integrated design of buildings	es	evaluar diseños de edificios integrados
http://data.europa.eu/esco/skill/ed7b7841-4df9-4936-9415-f6067e1f3344	plan evaluation 	es	planificar una evaluación
http://data.europa.eu/esco/skill/d56a2182-14e0-4319-ab2f-0133aa67672b	follow ethical code of conduct in assessment situations	es	seguir un código deontológico en situaciones de evaluación
http://data.europa.eu/esco/skill/ce8ae6ca-61d8-4174-b457-641de96cbff4	automate cloud tasks	es	automatizar tareas en la nube
http://data.europa.eu/esco/skill/f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61	conduct research across disciplines	es	llevar a cabo investigaciones multidisciplinarias
http://data.europa.eu/esco/skill/c0502e2a-1e12-422e-994e-cf9bf814e3b2	guide learners in using assistive technologies	es	orientar a los estudiantes sobre el uso de tecnologías útiles para sus necesidades
http://data.europa.eu/esco/skill/cd733651-f332-422e-a9a1-1b19b5e98449	use pest detection sensors	es	utilizar sensores para la detección de plagas
http://data.europa.eu/esco/skill/d3286405-49f8-4e8a-8046-a4376b4e7963	manage cloud data and storage	es	gestionar los datos y el almacenamiento en la nube
http://data.europa.eu/esco/skill/c4f97536-866b-4a4f-b91d-da07809ef2d8	execute feasibility study on hydrogen	es	llevar a cabo un estudio de viabilidad sobre el hidrógeno
http://data.europa.eu/esco/skill/fd351092-800e-402a-a9cb-7b17c4d51663	maintain professional boundaries in social work	es	mantener límites profesionales en el trabajo social
http://data.europa.eu/esco/skill/dbef5042-4b99-4e6f-b2ed-1d33b07b3ed6	advise on sustainability solutions	es	asesorar sobre soluciones sostenibles
http://data.europa.eu/esco/skill/b383198f-1ed4-4e03-8aac-920a5b873e0b	conduct leather finishing operations	es	llevar a cabo trabajos de acabado de cuero
http://data.europa.eu/esco/skill/e5deced2-5636-4ff2-b9bc-dca6cbfc5f72	design a combined heat and power system	es	diseñar un sistema de producción combinada de calor y electricidad
http://data.europa.eu/esco/skill/df179770-1c8d-4673-a270-481b7e4e6010	design a mini wind power system	es	diseñar un minisistema eólico
http://data.europa.eu/esco/skill/f0b45409-42ca-42bc-a701-041e594d0657	ensure gender equality in the workplace	es	procurar la igualdad de género en el lugar de trabajo
http://data.europa.eu/esco/skill/f4a85869-1855-45d5-a43c-7ee8cd451996	perform ICT security testing	es	llevar a cabo controles de la seguridad de TIC
http://data.europa.eu/esco/skill/b0b3e72c-f6fb-4b02-b867-267e781cfdf1	verify laser beam measurement	es	verificar mediciones de haces de luz
http://data.europa.eu/esco/skill/ffa1d58b-ba09-49bd-a982-e743b2237006	perform energy simulations	es	llevar a cabo simulaciones energéticas
http://data.europa.eu/esco/skill/eccf3b4f-881f-4ae6-b96a-666be929d780	access to documents regulations 	es	normativa sobre el acceso a los documentos
http://data.europa.eu/esco/skill/fcffe2a5-6253-4848-92e7-749304aca647	develop innovative mobility solutions	es	desarrollar soluciones de movilidad innovadoras
http://data.europa.eu/esco/skill/e979659d-d06e-4968-b4b2-ac51e379b552	design hybrid operating strategies	es	diseñar estrategias operativas híbridas
http://data.europa.eu/esco/skill/b9e451f5-a62f-4a16-a229-255fa5c222a5	perform virtual simulation 	es	realizar una simulación virtual
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	handle metal powder	es	manipular material metálico pulverulento
http://data.europa.eu/esco/skill/eade4171-3d57-4fb2-9518-44d5a1da4ff5	build trust	es	generar confianza
http://data.europa.eu/esco/skill/ec66a2f9-db12-4eec-936a-47632bfdccfb	perform smart grid feasibility study	es	llevar a cabo un estudio de viabilidad sobre una red inteligente
http://data.europa.eu/esco/skill/f3e4337a-201e-4199-b32d-9d58b77527db	reach out to diverse youth	es	llegar a un público juvenil diverso
http://data.europa.eu/esco/skill/cd50d616-1f8b-481e-983f-68d2674ff82d	promote inclusion in research	es	integrar la dimensión de género en la investigación
http://data.europa.eu/esco/skill/d53eab76-e8ff-4e28-af26-7e012951c763	measure company's sustainability performance	es	medir el desempeño de la empresa en términos de sostenibilidad
http://data.europa.eu/esco/skill/c214d86e-fbb8-45c0-87d4-f2cefc954057	select sustainable technologies in design	es	seleccionar tecnologías sostenibles para el diseño
http://data.europa.eu/esco/skill/d70cab7b-ad8c-4be8-84f0-c5f3f9501818	maintain media integration equipment 	es	realizar el mantenimiento del equipo de integración de medios
http://data.europa.eu/esco/skill/f17f94f1-88cb-4815-873a-2a9639f10729	draft project documentation	es	redactar la documentación del proyecto
http://data.europa.eu/esco/skill/b7a26b32-c457-49aa-9a78-25ade10090e3	maintain wind turbines	es	realizar el mantenimiento de turbinas eólicas
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal additive manufacturing parts	es	confeccionar piezas para la fabricación aditiva de metales
http://data.europa.eu/esco/skill/bc067d2e-e151-408f-8e34-24effd2b7fd6	use e-procurement 	es	utilizar la contratación pública electrónica
http://data.europa.eu/esco/skill/c05da420-4569-4ac7-bdd6-02fcec66dde9	adhere to the ALARA principle	es	adherirse al principio de «tan bajo como sea razonablemente posible»
http://data.europa.eu/esco/skill/ce689fb5-2c21-4f96-a4b0-d02d4af35923	design passive energy measures	es	diseñar medidas energéticas pasivas
http://data.europa.eu/esco/skill/d7d53919-5313-4f23-a701-d12f86c03a60	use resource-efficient technologies in hospitality	es	emplear tecnologías eficientes en el uso de los recursos en la hostelería
http://data.europa.eu/esco/skill/fcbb3a90-cdde-49ff-9ecc-8e2c0a6dfca2	collect cyber defence data	es	recabar datos para fines de ciberdefensa
http://data.europa.eu/esco/skill/b71fc6e4-14eb-488b-9f26-a7c15fd6d6e8	perform feasibility study on geothermal energy	es	llevar cabo un estudio de viabilidad sobre la energía geotérmica
http://data.europa.eu/esco/skill/c380714e-536c-4b51-b138-0f5f82c6d0b3	plan the web forming techniques for non-woven	es	planificar técnicas de formación de velos para textiles no tejidos
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install refrigeration equipment	es	instalar equipos de refrigeración
http://data.europa.eu/esco/skill/b514f861-985b-4aeb-bcba-9a7f8bee0e8d	manage volunteering programmes	es	gestionar programas de voluntariado
http://data.europa.eu/esco/skill/b3452779-ece5-4cc9-8872-87953f9fe0b4	follow a tech pack	es	seguir un paquete técnico
http://data.europa.eu/esco/skill/ed2383a8-d361-4453-99d4-1c88aceffeb4	document prior learning assessments	es	documentar las evaluaciones del aprendizaje previo
http://data.europa.eu/esco/skill/96a893b6-4520-4daa-89c1-b79487505da2	key risk indicators	et	põhilised riskinäitajad
http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034	social alliances	et	sotsiaalsed liidud
http://data.europa.eu/esco/skill/8622f74f-61b7-4664-862a-7c1dea8041f0	knowledge management	et	teadmushaldus
http://data.europa.eu/esco/skill/5da42cfd-1da8-4e4f-b68e-4f821d005fc5	virtual reality	et	virtuaalreaalsus
http://data.europa.eu/esco/skill/61ddacb8-c89f-48c2-afe8-9e1b14c0c8fb	business incubation	et	ettevõtlusinkubatsioon
http://data.europa.eu/esco/skill/affb720b-98e7-4ae6-b833-b12e94fa8987	hydroponics	et	hüdropoonika
http://data.europa.eu/esco/skill/00920055-eb50-4cb8-a23d-3deedbf3753e	enterprise risk management	et	ettevõtte riskijuhtimine
http://data.europa.eu/esco/skill/9035afc4-5317-455d-ab60-f32e2ecc6bfc	blockchain platforms	et	plokiahela platvormid
http://data.europa.eu/esco/skill/53780150-1581-4ae6-b435-34068c172caf	Vyper	et	Vyper
http://data.europa.eu/esco/skill/3c2e6f38-42c1-46ec-b782-5854b2db330d	blockchain openness	et	plokiahela avatus
http://data.europa.eu/esco/skill/6c6daac0-80f5-431f-a33f-c5b722094657	energy storage systems	et	energiasalvestussüsteemid
http://data.europa.eu/esco/skill/ef010091-ddce-410d-9864-9276ef6fe390	district heating and cooling	et	kaugküte ja -jahutus
http://data.europa.eu/esco/skill/2eb30deb-18d0-4e9d-9c53-30069ac9a108	youth work principles	et	noorsootöö põhimõtted
http://data.europa.eu/esco/skill/203083ca-b051-4c28-8986-fc8731bacee5	sustainable finance	et	kestlik rahandus
http://data.europa.eu/esco/skill/c513cf4e-83bb-4edc-9ac8-2a7df04a9451	results-based management	et	tulemuspõhine juhtimine
http://data.europa.eu/esco/skill/701f0a7d-1be9-4e98-b985-2652b2bf327a	risk financing techniques	et	riski finantseerimise meetodid
http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd	lean manufacturing	et	timmitud tootmine
http://data.europa.eu/esco/skill/9be02d2d-9d45-400b-aa05-1e9aee7bd815	mini wind power generation	et	tuuleenergia väiketootmine
http://data.europa.eu/esco/skill/4300b453-9bcf-474c-9ee3-92ec2229720c	global standards for sustainability reporting	et	kestlikkusaruandluse ülemaailmsed standardid
http://data.europa.eu/esco/skill/7af76a2b-6bba-4350-9bfa-980e50c98481	SMED	et	SMED
http://data.europa.eu/esco/skill/ccb2e5f2-4279-48fd-9d85-a1db42ff1e13	project configuration management	et	projekti konfiguratsiooni juhtimine
http://data.europa.eu/esco/skill/5fd29c67-c905-4e34-98ff-f90ce6446b35	European vehicle type-approval legislation	et	sõidukite tüübikinnitust käsitlevad Euroopa õigusaktid
http://data.europa.eu/esco/skill/59429f7f-8b95-4094-b1cf-97cbb556f03d	participatory decision-making	et	kaasav otsustusprotsess
http://data.europa.eu/esco/skill/2d73b2d4-2dfd-42e9-a9f4-106d9c58a4b9	integrated food-energy systems	et	integreeritud toidu- ja energiasüsteemid
http://data.europa.eu/esco/skill/8efa6a7a-6556-4cb8-908d-59d3b5c58d2f	cloud monitoring and reporting	et	pilveseire ja -aruandlus
http://data.europa.eu/esco/skill/c4b03a17-a93e-4a8e-9846-4c4d469d4001	agroecology	et	agroökoloogia
http://data.europa.eu/esco/skill/41de7eb8-be07-4822-ba85-b76e9b8d6e4e	sustainable forest management	et	metsa säästev majandamine
http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f	hybrid vehicle architecture	et	hübriidmootorsõiduki ehitus
http://data.europa.eu/esco/skill/243ffeb4-3395-4e39-9cf0-695be5b142aa	maritime law	et	mereõigus
http://data.europa.eu/esco/skill/6c2182f9-9068-42e8-8855-31252d62fbb0	ecotourism	et	ökoturism
http://data.europa.eu/esco/skill/8be4540d-db79-4213-8820-bda0d3fb74a7	aeroponics	et	aeropoonika
http://data.europa.eu/esco/skill/ca326dd0-324f-43fe-81c5-4b40ddb35223	indicators used in EU funds programme operations	et	ELi fondide programmitoimingutes kasutatavad näitajad
http://data.europa.eu/esco/skill/9c652a9b-a773-4afa-becf-1186f9861fb9	philanthropy	et	filantroopia
http://data.europa.eu/esco/skill/7d70ed20-1c29-4ce3-bda5-9ba6c957a2d2	types of wave energy converters	et	laineenergia muundurite liigid
http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	document sharing procedures	et	dokumentide jagamise kord
http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d	circular economy	et	ringmajandus
http://data.europa.eu/esco/skill/70e41ff3-31bc-43ba-ab52-fcd98bf37037	carsharing	et	ühisauto kasutamine
http://data.europa.eu/esco/skill/609d6bb4-db16-4578-87fc-57b11a701cc2	bioeconomy	et	biomajandus
http://data.europa.eu/esco/skill/9b862976-aa05-4bde-8ed6-8f39790edd0f	 procurement legislation	et	riigihankeid käsitlevad õigusaktid
http://data.europa.eu/esco/skill/30dce29d-0518-4f5d-aeb0-2b5b49e3afbe	aquaponics	et	akvapoonika
http://data.europa.eu/esco/skill/60efd7d3-eee4-4f7d-9373-66a54d13b3e0	neuromarketing techniques	et	neuroturundusmeetodid
http://data.europa.eu/esco/skill/abdc7ac8-151f-40c6-bc1a-1e9b4b073290	augmented reality	et	liitreaalsus
http://data.europa.eu/esco/skill/f7e051fc-8f7b-45b3-8911-8ffb9b951f4a	blockchain consensus mechanisms	et	plokiahela konsensusmehhanismid
http://data.europa.eu/esco/skill/83934f53-5ffa-478f-9f8f-b779e9b4fc7a	self-service technologies in tourism	et	iseteenindustehnoloogia turismis
http://data.europa.eu/esco/skill/773e217c-8b21-4d8c-b384-68752a2243a9	quantitative risk analysis techniques	et	kvantitatiivse riskianalüüsi meetodid
http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378	data analytics	et	andmeanalüütika
http://data.europa.eu/esco/skill/4c2c72df-3f3f-48e7-9993-a602354a75e4	six sigma methods 	et	kuue sigma meetodid
http://data.europa.eu/esco/skill/88c7c736-8f5f-4f39-a0ad-83e0b91cebe1	international development	et	rahvusvaheline areng
http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43	machine learning	et	masinõpe
http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore constructions and facilities	et	avamereehitised ja -rajatised
http://data.europa.eu/esco/skill/1b94ad6c-c54d-4bdd-858d-81ebef51c5a4	sustainable footwear materials and components	et	säästvad jalatsimaterjalid ja -komponendid
http://data.europa.eu/esco/skill/589f0d24-0846-4971-bc6c-a42bb274f69a	airtight construction	et	õhukindel konstruktsioon
http://data.europa.eu/esco/skill/5100aeb3-948d-4163-91ad-703a4116bdba	commission evaluation 	et	komisjoni läbiviidav hindamine
http://data.europa.eu/esco/skill/436b8f31-1a12-408a-be5f-a951942fbf92	simulation-based clinical education 	et	simulatsioonipõhine kliiniline haridus
http://data.europa.eu/esco/skill/2e5d8410-00fd-4c3e-87fa-7c72c0d235ba	marine biology 	et	merebioloogia
http://data.europa.eu/esco/skill/1c2978b8-bb0d-4249-9c23-877571a4dffa	cloud security and compliance	et	pilveteenuste turvalisus ja nõuetele vastavus
http://data.europa.eu/esco/skill/e2b05bcb-b60e-45b5-baa6-3a67ebe77538	advanced driver assistant systems	et	täiustatud juhiabisüsteemid
http://data.europa.eu/esco/skill/d5bcc417-a004-4165-b7f1-ab739eadd2f4	smart city features	et	aruka linna tunnused
http://data.europa.eu/esco/skill/0d73a5c0-7f95-4ede-92f3-eac434a970a9	marine engineering	et	laevamehaanika
http://data.europa.eu/esco/skill/04012dd1-478d-4eec-9951-dd623bfe86ca	climate smart agriculture	et	kliimateadlik põllumajandus
http://data.europa.eu/esco/skill/a4881e54-6055-4e61-855a-0a56ced7cfa3	web strategy assessment	et	veebistrateegia hindamine
http://data.europa.eu/esco/skill/c28553f4-1745-401a-82b3-7ce8460bed33	capacity building	et	suutlikkuse suurendamine
http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8	digital image processing	et	digitaalse kujutise töötlemine
http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial lighting systems	et	kunstliku valgustuse süsteemid
http://data.europa.eu/esco/skill/97272b3e-d497-4420-893d-612b15d377d9	e-agriculture	et	e-põllumajandus
http://data.europa.eu/esco/skill/5d5f0963-a8b7-4a4f-a8f5-05b3142752b9	risk modelling	et	riskide modelleerimine
http://data.europa.eu/esco/skill/dda745dd-b8d6-45d8-8c74-e05495ce90f5	sustainable development goals 	et	kestliku arengu eesmärgid
http://data.europa.eu/esco/skill/debd4fe7-58c9-499e-8a7e-b42984afe728	distribution of heating cooling and hot water	et	kütte-, jahutus- ja sooja vee jaotus
http://data.europa.eu/esco/skill/a4fe0844-8544-4a0a-a796-c1d3071598e2	validation of learning acquired through volunteering 	et	vabatahtliku tegevuse käigus õpitu valideerimine
http://data.europa.eu/esco/skill/4600a787-39b0-4bf1-aa69-e586262342f0	state aid regulations	et	riigiabi eeskirjad
http://data.europa.eu/esco/skill/59998878-fa14-458a-9085-06b45e89df1b	types of heat pumps	et	soojuspumpade liigid
http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080	deep learning	et	süvaõpe
http://data.europa.eu/esco/skill/149e5f0d-eb46-4e75-9265-e91f6b2ca596	social innovation	et	sotsiaalne innovatsioon
http://data.europa.eu/esco/skill/956487a3-5b0b-4d03-8d0e-01e71fb65482	social bonds	et	sotsiaalsed võlakirjad
http://data.europa.eu/esco/skill/7109d172-c370-47fe-ac81-8fe93550a9e3	impact investing	et	sotsiaalse ja ökoloogilise mõjuga investeeringud
http://data.europa.eu/esco/skill/3be79ccc-a455-49b9-8c65-55c50071ba5b	principles of distributed ledger technology	et	hajusraamatu tehnoloogia põhimõtted
http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4	artificial neural networks	et	tehisneurovõrgud
http://data.europa.eu/esco/skill/d96078b0-12f4-47d3-a260-61d22050a840	vehicle-to-everything technologies	et	sõidukite universaalside tehnoloogia
http://data.europa.eu/esco/skill/251b5528-693c-4ef9-a7f6-9924bb8d7ef8	decentralized application frameworks	et	detsentraliseeritud rakendusraamistikud
http://data.europa.eu/esco/skill/31f53419-4bce-4b10-986a-70a9c7ac41a3	micro mobility devices	et	mikroliikuvusseadmed
http://data.europa.eu/esco/skill/25df422a-bf0a-4f76-8631-d0be91cb8751	model based system engineering	et	mudelipõhine süsteemitehnoloogia
http://data.europa.eu/esco/skill/7d913551-e17a-40ba-baf7-48d0c3b12e50	predictive maintenance	et	ennetav hooldus
http://data.europa.eu/esco/skill/d90c6800-e653-4bdf-bc39-5f4e366fe68d	advanced materials	et	kõrgtehnoloogilised materjalid
http://data.europa.eu/esco/skill/8894e128-e6d1-4cb3-8f92-e7b5c9eaf774	humanitarian aid	et	humanitaarabi
http://data.europa.eu/esco/skill/6f30181d-65b5-4527-b36e-a686d47fed84	bicycle sharing systems	et	jalgrattajagamise süsteemid
http://data.europa.eu/esco/skill/605399ce-4736-4b41-b41e-92ecf2139454	Solidity	et	Solidity
http://data.europa.eu/esco/skill/3bc08c26-2f98-4730-bbb6-ec4a8566e3cf	procurement lifecycle	et	hanke olelusring
http://data.europa.eu/esco/skill/734b6025-0d14-499d-8e95-fdf512058e77	image formation	et	kujutise loomine
http://data.europa.eu/esco/skill/ba8b530e-8f6f-4667-b734-3358797c0595	vehicle type-approval	et	sõiduki tüübikinnitus
http://data.europa.eu/esco/skill/0e62eba3-d076-47e5-b22d-340a8faccb3b	assistive technology in education	et	toetav tehnoloogia hariduses
http://data.europa.eu/esco/skill/61ab84b5-7b8c-4d1f-a473-97dba10c88ac	microfinance	et	mikrorahastamine
http://data.europa.eu/esco/skill/5f1f365c-ad8c-4291-9ba5-79e2132a334d	fuel cell types	et	kütuseelementide liigid
http://data.europa.eu/esco/skill/c5449667-9b40-4114-8d74-f51177669984	policy analysis	et	poliitika analüüs
http://data.europa.eu/esco/skill/fae7e545-5114-43cc-8e83-178e2549ecb9	building information modelling	et	ehitusteabe modelleerimine
http://data.europa.eu/esco/skill/ae3d940c-9966-49ae-8e61-d11f30128f6b	commercial clothing glossary	et	kaubanduslik rõivasõnastik
http://data.europa.eu/esco/skill/d6b31d8d-2f47-425a-a2b2-a6dddb3d2b19	types of digital badges	et	avatud tunnistuse liigid
http://data.europa.eu/esco/skill/d2759db0-9d3b-4942-80c3-1684890f5fb0	youth-centered approach	et	noortekeskne lähenemisviis
http://data.europa.eu/esco/skill/a276b1ad-c0b7-4b33-899c-0fbfcdbe0eee	5S methodology	et	5S-meetod
http://data.europa.eu/esco/skill/a06a0d41-10fa-4ba7-a988-e8b5eba966fb	mobility as a service	et	liikuvus kui teenus
http://data.europa.eu/esco/skill/55514865-3066-4abd-86a9-dbe45a440882	root cause analysis	et	algpõhjuste analüüs
http://data.europa.eu/esco/skill/0f5374e3-0b9b-4b16-af7a-49654ce0bb15	human-robot collaboration	et	inimese ja roboti koostöö
http://data.europa.eu/esco/skill/e9e57db9-a6ef-4e44-a33c-a022d7c4a17f	environmental indoor quality	et	sisekeskkonna kvaliteet
http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669	computer vision	et	raalnägemine
http://data.europa.eu/esco/skill/3c1622fc-6c95-4b51-98da-1814ebe6e889	geothermal energy systems	et	geotermaalenergia süsteemid
http://data.europa.eu/esco/skill/d9a9cb71-a62e-4800-a518-cfb61f8b15cd	category specific expertise	et	kategooriapõhised eksperditeadmised
